園代碼,園名,學年度,資料表,指標,數值,資料類別
N01,安溪,112,附表三,攝影照片-執行率,,非收支
N01,安溪,113,附表三,攝影照片-執行率,,非收支
N01,安溪,110,附表三,攝影照片-決算數,,非收支
N01,安溪,111,附表三,攝影照片-決算數,,非收支
N01,安溪,112,附表三,攝影照片-決算數,,非收支
N01,安溪,113,附表三,攝影照片-決算數,,非收支
N01,安溪,112,附表三,支出-執行率,108.0,非收支
N01,安溪,113,附表三,支出-執行率,128.0,非收支
N01,安溪,112,附表三,支出-決算數,18744221.0,非收支
N01,安溪,113,附表三,支出-決算數,22144749.0,非收支
N01,安溪,112,附表三,收入-執行率,107.0,非收支
N01,安溪,113,附表三,收入-執行率,111.0,非收支
N01,安溪,112,附表三,收入-決算數,18995020.0,非收支
N01,安溪,113,附表三,收入-決算數,20155978.0,非收支
N01,安溪,112,附表三,政府學費差額補助退費-執行率,,非收支
N01,安溪,113,附表三,政府學費差額補助退費-執行率,,非收支
N01,安溪,112,附表三,政府學費差額補助退費-決算數,-20254.0,非收支
N01,安溪,113,附表三,政府學費差額補助退費-決算數,-5973.0,非收支
N01,安溪,110,附表三,教保材料費-執行率,82.0,非收支
N01,安溪,111,附表三,教保材料費-執行率,103.0,非收支
N01,安溪,112,附表三,教保材料費-執行率,62.0,非收支
N01,安溪,113,附表三,教保材料費-執行率,63.0,非收支
N01,安溪,110,附表三,教保材料費-決算數,177602.0,非收支
N01,安溪,111,附表三,教保材料費-決算數,334691.0,非收支
N01,安溪,112,附表三,教保材料費-決算數,201041.0,非收支
N01,安溪,113,附表三,教保材料費-決算數,181092.0,非收支
N01,安溪,113,附表三,教保費收入(家長繳費)-執行率,71.0,非收支
N01,安溪,113,附表三,教保費收入(家長繳費)-決算數,2040000.0,非收支
N01,安溪,113,附表三,教保費收入(政府學費差額補助)-執行率,104.0,非收支
N01,安溪,113,附表三,教保費收入(政府學費差額補助)-決算數,15950000.0,非收支
N01,安溪,112,附表三,教保費收入-執行率,97.0,非收支
N01,安溪,113,附表三,教保費收入-執行率,99.0,非收支
N01,安溪,112,附表三,教保費收入-決算數,17324859.0,非收支
N01,安溪,113,附表三,教保費收入-決算數,17990000.0,非收支
N01,安溪,112,附表三,教保費收入淨額-執行率,97.0,非收支
N01,安溪,113,附表三,教保費收入淨額-執行率,98.0,非收支
N01,安溪,112,附表三,教保費收入淨額-決算數,17230683.0,非收支
N01,安溪,113,附表三,教保費收入淨額-決算數,17921950.0,非收支
N01,安溪,112,附表三,教保費收入減項-執行率,,非收支
N01,安溪,113,附表三,教保費收入減項-執行率,,非收支
N01,安溪,112,附表三,教保費收入減項-決算數,-94176.0,非收支
N01,安溪,113,附表三,教保費收入減項-決算數,-68050.0,非收支
N01,安溪,112,附表三,教保費收入（家長繳費）-執行率,67.0,非收支
N01,安溪,112,附表三,教保費收入（家長繳費）-決算數,2202863.0,非收支
N01,安溪,112,附表三,教保費收入（政府學費差額補助）-執行率,104.0,非收支
N01,安溪,112,附表三,教保費收入（政府學費差額補助）-決算數,15121996.0,非收支
N01,安溪,110,附表三,文宣費(一般文宣)-執行率,,非收支
N01,安溪,111,附表三,文宣費(一般文宣)-執行率,,非收支
N01,安溪,113,附表三,文宣費(一般文宣)-執行率,,非收支
N01,安溪,110,附表三,文宣費(一般文宣)-決算數,,非收支
N01,安溪,111,附表三,文宣費(一般文宣)-決算數,,非收支
N01,安溪,113,附表三,文宣費(一般文宣)-決算數,,非收支
N01,安溪,113,附表三,文宣費(園刊)-執行率,,非收支
N01,安溪,113,附表三,文宣費(園刊)-決算數,,非收支
N01,安溪,110,附表三,文宣費(圖刊)-執行率,,非收支
N01,安溪,111,附表三,文宣費(圖刊)-執行率,,非收支
N01,安溪,110,附表三,文宣費(圖刊)-決算數,,非收支
N01,安溪,111,附表三,文宣費(圖刊)-決算數,,非收支
N01,安溪,112,附表三,文宣費（一般文宣）-執行率,,非收支
N01,安溪,112,附表三,文宣費（一般文宣）-決算數,,非收支
N01,安溪,112,附表三,文宣費（園刊）-執行率,,非收支
N01,安溪,112,附表三,文宣費（園刊）-決算數,,非收支
N01,安溪,110,附表三,日常消耗用品-執行率,70.0,非收支
N01,安溪,111,附表三,日常消耗用品-執行率,86.0,非收支
N01,安溪,112,附表三,日常消耗用品-執行率,71.0,非收支
N01,安溪,113,附表三,日常消耗用品-執行率,66.0,非收支
N01,安溪,110,附表三,日常消耗用品-決算數,37967.0,非收支
N01,安溪,111,附表三,日常消耗用品-決算數,69960.0,非收支
N01,安溪,112,附表三,日常消耗用品-決算數,58145.0,非收支
N01,安溪,113,附表三,日常消耗用品-決算數,47419.0,非收支
N01,安溪,112,附表三,會計、總務、廚工、清潔薪資-執行率,98.0,非收支
N01,安溪,113,附表三,會計、總務、廚工、清潔薪資-執行率,100.0,非收支
N01,安溪,112,附表三,會計、總務、廚工、清潔薪資-決算數,2547950.0,非收支
N01,安溪,113,附表三,會計、總務、廚工、清潔薪資-決算數,2650595.0,非收支
N01,安溪,110,附表三,本期稅前餘絀-執行率,-335.0,非收支
N01,安溪,111,附表三,本期稅前餘絀-執行率,,非收支
N01,安溪,112,附表三,本期稅前餘絀-執行率,58.0,非收支
N01,安溪,113,附表三,本期稅前餘絀-執行率,-205.0,非收支
N01,安溪,110,附表三,本期稅前餘絀-決算數,218557.0,非收支
N01,安溪,111,附表三,本期稅前餘絀-決算數,649872.0,非收支
N01,安溪,112,附表三,本期稅前餘絀-決算數,250799.0,非收支
N01,安溪,113,附表三,本期稅前餘絀-決算數,-1988771.0,非收支
N01,安溪,110,附表三,本期稅後餘絀-執行率,-335.0,非收支
N01,安溪,111,附表三,本期稅後餘絀-執行率,,非收支
N01,安溪,112,附表三,本期稅後餘絀-執行率,58.0,非收支
N01,安溪,113,附表三,本期稅後餘絀-執行率,-205.0,非收支
N01,安溪,110,附表三,本期稅後餘絀-決算數,218557.0,非收支
N01,安溪,111,附表三,本期稅後餘絀-決算數,649872.0,非收支
N01,安溪,112,附表三,本期稅後餘絀-決算數,250799.0,非收支
N01,安溪,113,附表三,本期稅後餘絀-決算數,,非收支
N01,安溪,110,附表三,材料費-執行率,89.0,非收支
N01,安溪,111,附表三,材料費-執行率,102.0,非收支
N01,安溪,112,附表三,材料費-執行率,93.0,非收支
N01,安溪,113,附表三,材料費-執行率,90.0,非收支
N01,安溪,110,附表三,材料費-決算數,1245534.0,非收支
N01,安溪,111,附表三,材料費-決算數,2084531.0,非收支
N01,安溪,112,附表三,材料費-決算數,2216621.0,非收支
N01,安溪,113,附表三,材料費-決算數,1890864.0,非收支
N01,安溪,110,附表三,業務發展費-執行率,,非收支
N01,安溪,111,附表三,業務發展費-執行率,,非收支
N01,安溪,112,附表三,業務發展費-執行率,,非收支
N01,安溪,113,附表三,業務發展費-執行率,,非收支
N01,安溪,110,附表三,業務發展費-決算數,1099000.0,非收支
N01,安溪,111,附表三,業務發展費-決算數,1300000.0,非收支
N01,安溪,112,附表三,業務發展費-決算數,2388000.0,非收支
N01,安溪,113,附表三,業務發展費-決算數,5420000.0,非收支
N01,安溪,111,附表三,業務費-執行率,45.0,非收支
N01,安溪,112,附表三,業務費-執行率,45.0,非收支
N01,安溪,113,附表三,業務費-執行率,47.0,非收支
N01,安溪,111,附表三,業務費-決算數,401715.0,非收支
N01,安溪,112,附表三,業務費-決算數,394450.0,非收支
N01,安溪,113,附表三,業務費-決算數,382209.0,非收支
N01,安溪,110,附表三,水費-執行率,25.0,非收支
N01,安溪,111,附表三,水費-執行率,38.0,非收支
N01,安溪,112,附表三,水費-執行率,33.0,非收支
N01,安溪,113,附表三,水費-執行率,35.0,非收支
N01,安溪,110,附表三,水費-決算數,6410.0,非收支
N01,安溪,111,附表三,水費-決算數,14267.0,非收支
N01,安溪,112,附表三,水費-決算數,12458.0,非收支
N01,安溪,113,附表三,水費-決算數,11291.0,非收支
N01,安溪,110,附表三,水電修繕-執行率,111.0,非收支
N01,安溪,111,附表三,水電修繕-執行率,21.0,非收支
N01,安溪,110,附表三,水電修繕-決算數,94557.0,非收支
N01,安溪,111,附表三,水電修繕-決算數,22590.0,非收支
N01,安溪,111,附表三,活動費-執行率,53.0,非收支
N01,安溪,112,附表三,活動費-執行率,47.0,非收支
N01,安溪,113,附表三,活動費-執行率,49.0,非收支
N01,安溪,111,附表三,活動費-決算數,60407.0,非收支
N01,安溪,112,附表三,活動費-決算數,54090.0,非收支
N01,安溪,113,附表三,活動費-決算數,56435.0,非收支
N01,安溪,110,附表三,火險-執行率,9.0,非收支
N01,安溪,111,附表三,火險-執行率,9.0,非收支
N01,安溪,112,附表三,火險-執行率,8.0,非收支
N01,安溪,113,附表三,火險-執行率,8.0,非收支
N01,安溪,110,附表三,火險-決算數,696.0,非收支
N01,安溪,111,附表三,火險-決算數,739.0,非收支
N01,安溪,112,附表三,火險-決算數,653.0,非收支
N01,安溪,113,附表三,火險-決算數,653.0,非收支
N01,安溪,110,附表三,瓦斯費-執行率,46.0,非收支
N01,安溪,111,附表三,瓦斯費-執行率,66.0,非收支
N01,安溪,112,附表三,瓦斯費-執行率,59.0,非收支
N01,安溪,113,附表三,瓦斯費-執行率,70.0,非收支
N01,安溪,110,附表三,瓦斯費-決算數,14850.0,非收支
N01,安溪,111,附表三,瓦斯費-決算數,23590.0,非收支
N01,安溪,112,附表三,瓦斯費-決算數,21150.0,非收支
N01,安溪,113,附表三,瓦斯費-決算數,23915.0,非收支
N01,安溪,110,附表三,研習、進修-執行率,,非收支
N01,安溪,111,附表三,研習、進修-執行率,8.0,非收支
N01,安溪,112,附表三,研習、進修-執行率,6.0,非收支
N01,安溪,113,附表三,研習、進修-執行率,44.0,非收支
N01,安溪,110,附表三,研習、進修-決算數,,非收支
N01,安溪,111,附表三,研習、進修-決算數,2800.0,非收支
N01,安溪,112,附表三,研習、進修-決算數,2000.0,非收支
N01,安溪,113,附表三,研習、進修-決算數,16000.0,非收支
N01,安溪,110,附表三,維護費-執行率,89.0,非收支
N01,安溪,111,附表三,維護費-執行率,28.0,非收支
N01,安溪,112,附表三,維護費-執行率,36.0,非收支
N01,安溪,113,附表三,維護費-執行率,74.0,非收支
N01,安溪,110,附表三,維護費-決算數,105476.0,非收支
N01,安溪,111,附表三,維護費-決算數,40666.0,非收支
N01,安溪,112,附表三,維護費-決算數,51581.0,非收支
N01,安溪,113,附表三,維護費-決算數,106064.0,非收支
N01,安溪,112,附表三,腸病毒退費-執行率,,非收支
N01,安溪,113,附表三,腸病毒退費-執行率,,非收支
N01,安溪,112,附表三,腸病毒退費-決算數,-30842.0,非收支
N01,安溪,113,附表三,腸病毒退費-決算數,-16033.0,非收支
N01,安溪,112,附表三,自強活動-執行率,100.0,非收支
N01,安溪,113,附表三,自強活動-執行率,100.0,非收支
N01,安溪,112,附表三,自強活動-決算數,18000.0,非收支
N01,安溪,113,附表三,自強活動-決算數,18000.0,非收支
N01,安溪,110,附表三,藥品費-執行率,48.0,非收支
N01,安溪,111,附表三,藥品費-執行率,51.0,非收支
N01,安溪,112,附表三,藥品費-執行率,73.0,非收支
N01,安溪,113,附表三,藥品費-執行率,39.0,非收支
N01,安溪,110,附表三,藥品費-決算數,3035.0,非收支
N01,安溪,111,附表三,藥品費-決算數,4868.0,非收支
N01,安溪,112,附表三,藥品費-決算數,6961.0,非收支
N01,安溪,113,附表三,藥品費-決算數,3255.0,非收支
N01,安溪,110,附表三,行政管理費-執行率,100.0,非收支
N01,安溪,111,附表三,行政管理費-執行率,100.0,非收支
N01,安溪,112,附表三,行政管理費-執行率,100.0,非收支
N01,安溪,113,附表三,行政管理費-執行率,100.0,非收支
N01,安溪,110,附表三,行政管理費-決算數,124680.0,非收支
N01,安溪,111,附表三,行政管理費-決算數,293292.0,非收支
N01,安溪,112,附表三,行政管理費-決算數,325932.0,非收支
N01,安溪,113,附表三,行政管理費-決算數,290580.0,非收支
N01,安溪,111,附表三,資產費-執行率,100.0,非收支
N01,安溪,111,附表三,資產費-決算數,74263.0,非收支
N01,安溪,112,附表三,資遣費-執行率,100.0,非收支
N01,安溪,113,附表三,資遣費-執行率,100.0,非收支
N01,安溪,112,附表三,資遣費-決算數,74925.0,非收支
N01,安溪,113,附表三,資遣費-決算數,76532.0,非收支
N01,安溪,112,附表三,轉學/轉出退費-執行率,,非收支
N01,安溪,113,附表三,轉學/轉出退費-執行率,,非收支
N01,安溪,112,附表三,轉學/轉出退費-決算數,-12702.0,非收支
N01,安溪,113,附表三,轉學/轉出退費-決算數,,非收支
N01,安溪,110,附表三,辦公文具-執行率,67.0,非收支
N01,安溪,111,附表三,辦公文具-執行率,10.0,非收支
N01,安溪,112,附表三,辦公文具-執行率,33.0,非收支
N01,安溪,113,附表三,辦公文具-執行率,12.0,非收支
N01,安溪,110,附表三,辦公文具-決算數,12026.0,非收支
N01,安溪,111,附表三,辦公文具-決算數,3085.0,非收支
N01,安溪,112,附表三,辦公文具-決算數,9907.0,非收支
N01,安溪,113,附表三,辦公文具-決算數,2881.0,非收支
N01,安溪,110,附表三,郵資-執行率,34.0,非收支
N01,安溪,111,附表三,郵資-執行率,36.0,非收支
N01,安溪,112,附表三,郵資-執行率,33.0,非收支
N01,安溪,113,附表三,郵資-執行率,22.0,非收支
N01,安溪,110,附表三,郵資-決算數,2415.0,非收支
N01,安溪,111,附表三,郵資-決算數,3046.0,非收支
N01,安溪,112,附表三,郵資-決算數,2782.0,非收支
N01,安溪,113,附表三,郵資-決算數,1809.0,非收支
N01,安溪,110,附表三,雜支-執行率,54.0,非收支
N01,安溪,111,附表三,雜支-執行率,41.0,非收支
N01,安溪,112,附表三,雜支-執行率,36.0,非收支
N01,安溪,113,附表三,雜支-執行率,43.0,非收支
N01,安溪,110,附表三,雜支-決算數,22118.0,非收支
N01,安溪,111,附表三,雜支-決算數,21679.0,非收支
N01,安溪,112,附表三,雜支-決算數,18950.0,非收支
N01,安溪,113,附表三,雜支-決算數,20662.0,非收支
N01,安溪,113,附表三,電話費(含 ADSL)-執行率,64.0,非收支
N01,安溪,113,附表三,電話費(含 ADSL)-決算數,34787.0,非收支
N01,安溪,110,附表三,電話費(含網路)-執行率,75.0,非收支
N01,安溪,111,附表三,電話費(含網路)-執行率,66.0,非收支
N01,安溪,110,附表三,電話費(含網路)-決算數,33835.0,非收支
N01,安溪,111,附表三,電話費(含網路)-決算數,35601.0,非收支
N01,安溪,112,附表三,電話費（含ADSL）-執行率,68.0,非收支
N01,安溪,112,附表三,電話費（含ADSL）-決算數,36500.0,非收支
N01,安溪,110,附表三,電費-執行率,40.0,非收支
N01,安溪,111,附表三,電費-執行率,41.0,非收支
N01,安溪,112,附表三,電費-執行率,43.0,非收支
N01,安溪,113,附表三,電費-執行率,49.0,非收支
N01,安溪,110,附表三,電費-決算數,80699.0,非收支
N01,安溪,111,附表三,電費-決算數,132817.0,非收支
N01,安溪,112,附表三,電費-決算數,137832.0,非收支
N01,安溪,113,附表三,電費-決算數,128387.0,非收支
N01,安溪,110,附表三,餐點費-執行率,91.0,非收支
